year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status
2006-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,49,0,Final
2006-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,36,0,Final
2007-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,84,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,431,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,119,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,58,0,Final
2007-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,44,0,Final
2007-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,80,0,Final
2007-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,462,0,Final
2007-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,127,0,Final
2007-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,168,0,Final
2007-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,100,0,Final
2007-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,134,0,Final
2007-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,132,0,Final
2008-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,249,0,Final
2008-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,896,0,Final
2008-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,201,0,Final
2008-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,127,0,Final
2008-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,193,0,Final
2008-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,151,0,Final
2008-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,781,0,Final
2008-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,256,0,Final
2008-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,320,0,Final
2008-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,251,0,Final
2008-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,199,0,Final
2008-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,82,0,Final
2009-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,327,0,Final
2009-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1178,0,Final
2009-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,383,0,Final
2009-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,255,0,Final
2009-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,250,0,Final
2009-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,200,0,Final
2009-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,772,0,Final
2009-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,177,0,Final
2009-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,339,0,Final
2009-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,297,0,Final
2009-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,207,0,Final
2009-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,108,0,Final
2010-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,313,0,Final
2010-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,985,0,Final
2010-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,341,0,Final
2010-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,301,0,Final
2010-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,286,0,Final
2010-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,294,0,Final
2010-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,881,0,Final
2010-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,422,0,Final
2010-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,547,0,Final
2010-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,535,0,Final
2010-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,419,0,Final
2010-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,186,0,Final
2011-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,344,0,Final
2011-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,879,0,Final
2011-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,448,0,Final
2011-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,327,0,Final
2011-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,228,0,Final
2011-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,276,0,Final
2011-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,695,0,Final
2011-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,291,0,Final
2011-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,306,0,Final
2011-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,207,0,Final
2011-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,342,0,Final
2011-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,126,0,Final
2012-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,310,0,Final
2012-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1023,0,Final
2012-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,580,0,Final
2012-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,135,0,Final
2012-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,261,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,194,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,580,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,194,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,257,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,273,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,271,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,122,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,238,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,766,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,473,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,245,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,413,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,289,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,562,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,253,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,253,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,351,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,412,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,233,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,448,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1092,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,748,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,552,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,706,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,784,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1294,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1001,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,915,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,862,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,898,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,363,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1003,0,Final
2015-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1991,0,Final
2015-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,970,0,Final
2015-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,517,0,Final
2015-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,540,0,Final
2015-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,669,0,Final
2015-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1736,0,Final
2015-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,972,0,Final
2015-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1036,0,Final
2015-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,898,0,Final
2015-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,910,0,Final
2015-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,324,0,Final
2016-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,728,0,Final
2016-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1511,0,Final
2016-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,659,0,Final
2016-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,430,0,Final
2016-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,565,0,Final
2016-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,457,0,Final
2016-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,901,0,Final
2016-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,313,0,Final
2016-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,343,0,Final
2016-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,510,0,Final
2016-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,543,0,Final
2016-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,138,0,Final
2017-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,472,0,Final
2017-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1300,0,Final
2017-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,527,0,Final
2017-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,278,0,Final
2017-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,441,0,Final
2017-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,398,0,Final
2017-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1070,0,Final
2017-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,351,0,Final
2017-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,305,0,Final
2017-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,457,0,Final
2017-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,546,0,Final
2017-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,178,0,Final
2018-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,432,0,Final
2018-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1456,0,Final
2018-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,539,0,Final
2018-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,248,0,Final
2018-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,382,0,Final
2018-06,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,370,0,Final
2018-07,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1214,0,Final
2018-08,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,420,0,Final
2018-09,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,390,0,Final
2018-10,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,356,0,Final
2018-11,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,282,0,Final
2018-12,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,158,0,Final
2019-01,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,385,0,Final
2019-02,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,1310,0,Final
2019-03,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,340,0,Final
2019-04,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,166,0,Final
2019-05,2020-09,Long-term migrant,Arrivals,non-NZ,Student,India,233,0,Final
2019-06,2020-10,Long-term migrant,Arrivals,non-NZ,Student,India,354,0,Final
2019-07,2020-11,Long-term migrant,Arrivals,non-NZ,Student,India,1512,0,Final
2019-08,2020-12,Long-term migrant,Arrivals,non-NZ,Student,India,528,0,Final
2019-09,2021-01,Long-term migrant,Arrivals,non-NZ,Student,India,432,0,Final
2019-10,2021-02,Long-term migrant,Arrivals,non-NZ,Student,India,724,0,Final
2019-11,2021-03,Long-term migrant,Arrivals,non-NZ,Student,India,653,0,Final
2019-12,2021-04,Long-term migrant,Arrivals,non-NZ,Student,India,184,0,Final
2020-01,2021-05,Long-term migrant,Arrivals,non-NZ,Student,India,618,0,Final
2020-02,2021-06,Long-term migrant,Arrivals,non-NZ,Student,India,2538,0,Final
2020-03,2021-07,Long-term migrant,Arrivals,non-NZ,Student,India,441,0,Final
2020-06,2021-10,Long-term migrant,Arrivals,non-NZ,Student,India,4,0,Final
2020-07,2021-11,Long-term migrant,Arrivals,non-NZ,Student,India,1,0,Final
2020-08,2021-12,Long-term migrant,Arrivals,non-NZ,Student,India,2,0,Final
2020-09,2022-01,Long-term migrant,Arrivals,non-NZ,Student,India,1,0,Final
2021-01,2022-05,Long-term migrant,Arrivals,non-NZ,Student,India,1,0,Final
2021-02,2022-06,Long-term migrant,Arrivals,non-NZ,Student,India,1,0,Final
2021-03,2022-07,Long-term migrant,Arrivals,non-NZ,Student,India,10,0,Final
2021-04,2022-08,Long-term migrant,Arrivals,non-NZ,Student,India,2,0,Final
2021-06,2022-10,Long-term migrant,Arrivals,non-NZ,Student,India,3,0,Final
2021-07,2022-11,Long-term migrant,Arrivals,non-NZ,Student,India,10,0,Final
2021-08,2022-12,Long-term migrant,Arrivals,non-NZ,Student,India,24,0,Final
2021-09,2023-01,Long-term migrant,Arrivals,non-NZ,Student,India,40,0,Final
2021-10,2023-02,Long-term migrant,Arrivals,non-NZ,Student,India,29,0,Final
2021-11,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,28,0,Final
2021-12,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,41,0,Provisional
2022-01,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,27,0,Provisional
2022-02,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,28,0,Provisional
2022-03,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,34,0,Provisional
2022-04,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,90,1,Provisional
2022-05,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,42,1,Provisional
2022-06,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,43,2,Provisional
2022-07,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,263,5,Provisional
2022-08,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,174,4,Provisional
2022-09,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,135,4,Provisional
2022-10,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,181,5,Provisional
2022-11,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,205,6,Provisional
2022-12,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,180,8,Provisional
2023-01,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,296,17,Provisional
2023-02,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,741,22,Provisional
2023-03,2023-03,Long-term migrant,Arrivals,non-NZ,Student,India,373,16,Provisional
2001-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,193,0,Final
2001-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,473,0,Final
2001-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,291,0,Final
2001-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,303,0,Final
2001-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,423,0,Final
2001-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,426,0,Final
2001-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,547,0,Final
2001-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,412,0,Final
2001-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,500,0,Final
2001-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,545,0,Final
2001-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,537,0,Final
2001-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,406,0,Final
2002-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,576,0,Final
2002-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,949,0,Final
2002-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,734,0,Final
2002-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,610,0,Final
2002-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,732,0,Final
2002-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,827,0,Final
2002-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,882,0,Final
2002-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,607,0,Final
2002-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,706,0,Final
2002-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,636,0,Final
2002-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,603,0,Final
2002-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,386,0,Final
2003-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,509,0,Final
2003-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,771,0,Final
2003-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,578,0,Final
2003-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,475,0,Final
2003-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,541,0,Final
2003-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,548,0,Final
2003-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,720,0,Final
2003-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,472,0,Final
2003-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,356,0,Final
2003-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,359,0,Final
2003-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,418,0,Final
2003-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,253,0,Final
2004-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,304,0,Final
2004-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,589,0,Final
2004-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,283,0,Final
2004-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,322,0,Final
2004-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,341,0,Final
2004-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,337,0,Final
2004-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,394,0,Final
2004-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,263,0,Final
2004-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,244,0,Final
2004-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,224,0,Final
2004-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,207,0,Final
2004-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,239,0,Final
2005-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,232,0,Final
2005-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,429,0,Final
2005-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,268,0,Final
2005-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,279,0,Final
2005-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,322,0,Final
2005-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,240,0,Final
2005-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,376,0,Final
2005-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,283,0,Final
2005-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,191,0,Final
2005-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,246,0,Final
2005-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,228,0,Final
2005-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,211,0,Final
2006-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,205,0,Final
2006-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,485,0,Final
2006-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,309,0,Final
2006-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,259,0,Final
2006-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,280,0,Final
2006-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,311,0,Final
2006-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,541,0,Final
2006-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,277,0,Final
2006-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,217,0,Final
2006-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,241,0,Final
2006-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,264,0,Final
2006-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,209,0,Final
2007-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,335,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,641,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,522,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,321,0,Final
2007-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,371,0,Final
2007-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,402,0,Final
2007-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,740,0,Final
2007-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,414,0,Final
2007-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,446,0,Final
2007-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,315,0,Final
2007-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,343,0,Final
2007-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,381,0,Final
2008-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,489,0,Final
2008-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1204,0,Final
2008-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,460,0,Final
2008-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,410,0,Final
2008-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,515,0,Final
2008-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,480,0,Final
2008-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1072,0,Final
2008-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,543,0,Final
2008-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,606,0,Final
2008-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,504,0,Final
2008-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,446,0,Final
2008-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,279,0,Final
2009-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,565,0,Final
2009-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1461,0,Final
2009-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,681,0,Final
2009-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,488,0,Final
2009-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,526,0,Final
2009-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,509,0,Final
2009-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1055,0,Final
2009-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,458,0,Final
2009-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,619,0,Final
2009-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,516,0,Final
2009-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,455,0,Final
2009-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,335,0,Final
2010-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,540,0,Final
2010-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1243,0,Final
2010-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,645,0,Final
2010-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,575,0,Final
2010-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,554,0,Final
2010-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,520,0,Final
2010-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1160,0,Final
2010-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,777,0,Final
2010-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,818,0,Final
2010-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,772,0,Final
2010-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,619,0,Final
2010-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,429,0,Final
2011-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,539,0,Final
2011-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1152,0,Final
2011-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,765,0,Final
2011-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,570,0,Final
2011-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,490,0,Final
2011-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,527,0,Final
2011-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,929,0,Final
2011-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,534,0,Final
2011-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,510,0,Final
2011-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,427,0,Final
